GrantId,PersonID,Role,YearofBirth,WithPHD,NoofYearsinUniatTimeofGrant,NumberofSuccessfulGrant,NumberofUnsuccessfulGrant,A*,A,B,C,teamSize
4160,67852,CHIEF_INVESTIGATOR,1950,Yes,10,1,0,0,0,0,0,2
4162,66657,PRINCIPAL_SUPERVISOR,1965,No,0,0,0,11,6,2,1,1
4163,115407,PRINCIPAL_SUPERVISOR,1970,Yes,0,0,1,45,8,34,15,1
4164,73882,CHIEF_INVESTIGATOR,1960,No,0,2,2,5,7,4,1,1
4165,74822,CHIEF_INVESTIGATOR,1950,Yes,10,4,2,5,0,2,0,1
4166,63962,CHIEF_INVESTIGATOR,1950,Yes,15,2,0,1,16,8,4,1
4167,589572,CHIEF_INVESTIGATOR,1975,No,0,1,1,0,0,1,1,1
4168,78827,CHIEF_INVESTIGATOR,1950,Yes,15,1,1,4,13,6,2,1
4169,74077,CHIEF_INVESTIGATOR,1955,No,0,0,1,14,4,1,4,3
4169,24627,CHIEF_INVESTIGATOR,1965,No,5,0,0,0,1,0,0,3
4169,76432,CHIEF_INVESTIGATOR,1960,No,0,1,0,26,15,9,6,3
4170,111122,CHIEF_INVESTIGATOR,1970,Yes,0,2,1,4,5,5,0,2
4170,3362,CHIEF_INVESTIGATOR,1970,Yes,5,3,1,5,10,5,4,2
4172,178232,CHIEF_INVESTIGATOR,1945,Yes,0,0,3,0,0,0,0,1
4173,74822,CHIEF_INVESTIGATOR,1950,Yes,10,4,2,5,0,2,0,1
4174,64777,CHIEF_INVESTIGATOR,1940,No,15,1,8,2,11,9,5,1
4175,79192,CHIEF_INVESTIGATOR,1950,Yes,15,5,7,42,55,18,4,1
4177,74162,CHIEF_INVESTIGATOR,1970,Yes,5,2,6,12,23,8,7,1
4179,119982,CHIEF_INVESTIGATOR,1970,Yes,0,0,0,1,1,2,0,1
4180,67037,CHIEF_INVESTIGATOR,1950,Yes,10,3,9,3,5,15,3,1
4181,79192,CHIEF_INVESTIGATOR,1950,Yes,15,5,7,42,55,18,4,1
4182,301472,CHIEF_INVESTIGATOR,1950,Yes,0,5,2,9,37,40,10,1
4183,11342,CHIEF_INVESTIGATOR,1965,Yes,0,0,5,1,1,2,2,2
4183,30457,CHIEF_INVESTIGATOR,1955,No,0,0,0,0,0,0,0,2
4185,755517,CHIEF_INVESTIGATOR,1975,Yes,0,1,0,3,2,1,0,2
4185,449137,CHIEF_INVESTIGATOR,1970,Yes,0,0,1,0,0,0,0,2
4186,775597,CHIEF_INVESTIGATOR,1975,Yes,0,0,0,5,5,5,1,1
4187,18237,CHIEF_INVESTIGATOR,1940,No,15,0,0,17,19,12,9,2
4187,68817,CHIEF_INVESTIGATOR,1955,Yes,10,1,5,0,0,0,0,2
4188,78947,CHIEF_INVESTIGATOR,1960,No,0,1,4,1,5,6,1,2
4188,82567,DELEGATED_RESEARCHER,1955,Yes,15,2,2,0,0,0,0,2
4189,73422,CHIEF_INVESTIGATOR,1960,Yes,10,1,3,8,11,9,7,1
4190,15047,CHIEF_INVESTIGATOR,1965,No,0,0,0,0,1,5,2,1
4191,36827,CHIEF_INVESTIGATOR,1970,No,0,0,0,1,0,0,1,2
4191,27372,CHIEF_INVESTIGATOR,1960,Yes,5,1,0,0,0,0,0,2
4192,67657,CHIEF_INVESTIGATOR,1965,Yes,5,1,2,2,8,1,3,2
4192,79032,DELEGATED_RESEARCHER,1955,Yes,15,0,4,0,0,0,0,2
4193,51842,CHIEF_INVESTIGATOR,1970,No,0,1,0,0,3,4,0,1
4194,330592,CHIEF_INVESTIGATOR,1965,Yes,0,3,1,0,2,0,0,2
4194,68692,CHIEF_INVESTIGATOR,1950,Yes,15,1,2,0,0,0,0,2
4195,547,CHIEF_INVESTIGATOR,1960,Yes,10,0,0,8,28,3,0,7
4195,77182,CHIEF_INVESTIGATOR,1970,Yes,10,0,1,0,0,0,0,7
4195,77832,CHIEF_INVESTIGATOR,1970,Yes,5,1,0,13,6,4,2,7
4195,82892,CHIEF_INVESTIGATOR,1970,Yes,0,3,0,111,10,5,2,7
4195,64807,CHIEF_INVESTIGATOR,1960,Yes,15,3,1,19,8,19,8,7
4195,9732,CHIEF_INVESTIGATOR,1960,Yes,10,3,0,0,0,0,0,7
4195,82892,EXT_CHIEF_INVESTIGATOR,1970,Yes,0,3,0,111,10,5,2,7
4196,39277,CHIEF_INVESTIGATOR,1950,Yes,0,1,1,0,5,3,1,2
4196,78807,CHIEF_INVESTIGATOR,1945,Yes,15,0,1,0,0,0,0,2
4197,10157,CHIEF_INVESTIGATOR,1955,No,0,0,0,0,5,2,0,2
4197,30782,CHIEF_INVESTIGATOR,1960,No,5,1,3,0,0,0,0,2
4198,110177,CHIEF_INVESTIGATOR,1975,No,0,2,3,1,0,3,1,2
4198,31707,PRINCIPAL_SUPERVISOR,1965,No,5,1,0,0,0,0,0,2
4199,67037,CHIEF_INVESTIGATOR,1950,Yes,10,3,9,6,6,17,5,1
4200,49227,CHIEF_INVESTIGATOR,1970,Yes,0,3,1,10,5,2,3,1
4201,407,PRINCIPAL_SUPERVISOR,1955,No,10,1,1,6,3,6,2,1
4202,22767,CHIEF_INVESTIGATOR,1975,Yes,5,0,0,0,2,0,0,4
4202,132927,CHIEF_INVESTIGATOR,1970,Yes,0,0,0,0,0,0,0,4
4202,148997,CHIEF_INVESTIGATOR,1940,No,15,2,3,0,0,0,0,4
4202,66192,CHIEF_INVESTIGATOR,1950,Yes,15,0,0,1,18,10,6,4
4203,801752,CHIEF_INVESTIGATOR,1965,No,0,1,1,0,0,0,0,1
4204,78922,CHIEF_INVESTIGATOR,1955,No,0,0,1,0,14,6,0,2
4204,25117,CHIEF_INVESTIGATOR,1970,Yes,0,2,0,0,0,0,0,2
4205,46132,CHIEF_INVESTIGATOR,1975,Yes,0,5,5,6,7,1,0,2
4205,68377,CHIEF_INVESTIGATOR,1955,Yes,15,0,0,0,0,0,0,2
4206,44907,CHIEF_INVESTIGATOR,1970,Yes,5,1,1,1,1,3,0,1
4207,73612,CHIEF_INVESTIGATOR,1950,Yes,15,0,1,4,13,12,7,3
4207,168282,CHIEF_INVESTIGATOR,1970,No,0,0,0,0,0,0,0,3
4207,15777,CHIEF_INVESTIGATOR,1950,Yes,5,0,0,2,3,51,35,3
4208,77297,CHIEF_INVESTIGATOR,1960,Yes,10,1,0,1,1,1,0,3
4208,85007,CHIEF_INVESTIGATOR,1945,Yes,0,0,1,0,0,0,0,3
4208,80737,CHIEF_INVESTIGATOR,1945,Yes,15,0,0,0,0,2,0,3
4209,69032,DELEGATED_RESEARCHER,1965,Yes,5,3,5,6,7,5,2,1
4210,75377,CHIEF_INVESTIGATOR,1955,Yes,15,7,2,25,13,20,21,1
4211,17762,CHIEF_INVESTIGATOR,1965,No,5,0,0,1,3,3,8,2
4211,783507,HONVISIT,1950,No,0,0,0,0,0,0,0,2
4212,71712,CHIEF_INVESTIGATOR,1955,Yes,10,0,0,10,2,3,3,1
4213,68622,CHIEF_INVESTIGATOR,1955,No,15,1,0,10,9,6,1,2
4213,52602,CHIEF_INVESTIGATOR,1975,Yes,0,0,1,0,0,0,0,2
4214,726807,CHIEF_INVESTIGATOR,1965,No,0,1,0,1,1,0,1,1
4216,133032,CHIEF_INVESTIGATOR,1965,No,0,0,0,6,2,2,0,4
4216,132957,CHIEF_INVESTIGATOR,1965,No,0,0,1,0,0,0,0,4
4216,496907,CHIEF_INVESTIGATOR,1965,No,0,1,0,3,2,2,0,4
4216,126907,CHIEF_INVESTIGATOR,1955,No,0,0,0,15,8,12,0,4
4217,17877,CHIEF_INVESTIGATOR,1965,No,0,0,0,0,3,4,2,3
4217,76352,CHIEF_INVESTIGATOR,1965,Yes,10,1,0,0,0,0,0,3
4217,79192,CHIEF_INVESTIGATOR,1950,Yes,15,5,7,51,81,32,6,3
4218,69812,CHIEF_INVESTIGATOR,1960,No,5,3,10,15,13,20,2,2
4218,119372,CHIEF_INVESTIGATOR,1970,Yes,0,1,2,0,0,0,0,2
4219,2982,CHIEF_INVESTIGATOR,1950,Yes,0,0,1,5,2,3,1,2
4219,55437,CHIEF_INVESTIGATOR,1940,Yes,0,3,9,0,0,0,0,2
4220,103002,CHIEF_INVESTIGATOR,1965,No,0,2,2,4,3,2,2,4
4220,76352,CHIEF_INVESTIGATOR,1965,Yes,10,1,0,0,0,0,0,4
4220,13527,CHIEF_INVESTIGATOR,1965,No,0,0,0,3,3,3,3,4
4220,79192,CHIEF_INVESTIGATOR,1950,Yes,15,5,7,51,81,32,6,4
4221,67647,CHIEF_INVESTIGATOR,1965,Yes,5,4,10,14,15,10,5,2
4221,75377,CHIEF_INVESTIGATOR,1955,Yes,15,7,2,0,0,0,0,2
4222,489582,CHIEF_INVESTIGATOR,1975,Yes,0,2,1,13,1,3,1,1
4223,67367,CHIEF_INVESTIGATOR,1950,No,10,0,0,2,2,1,1,2
4223,31182,CHIEF_INVESTIGATOR,1975,Yes,0,1,1,0,0,0,0,2
4224,131372,CHIEF_INVESTIGATOR,1950,Yes,0,1,0,0,0,14,0,1
4225,69262,CHIEF_INVESTIGATOR,1960,Yes,10,1,0,8,13,9,9,2
4225,87917,CHIEF_INVESTIGATOR,1970,Yes,0,3,0,0,0,0,0,2
4226,63757,CHIEF_INVESTIGATOR,1960,Yes,15,0,1,6,5,1,3,3
4226,7342,CHIEF_INVESTIGATOR,1965,Yes,5,0,3,0,0,0,0,3
4226,63782,CHIEF_INVESTIGATOR,1950,Yes,15,4,5,19,20,12,8,3
4227,73942,CHIEF_INVESTIGATOR,1950,Yes,10,2,1,7,17,5,5,3
4227,497457,CHIEF_INVESTIGATOR,1975,Yes,0,1,1,0,0,0,0,3
4227,78827,CHIEF_INVESTIGATOR,1950,Yes,15,1,1,6,15,8,2,3
4228,34617,CHIEF_INVESTIGATOR,1955,No,5,0,1,10,6,4,12,4
4228,7587,CHIEF_INVESTIGATOR,1955,Yes,10,0,0,0,0,0,0,4
4228,22987,CHIEF_INVESTIGATOR,1965,No,0,1,1,10,18,3,5,4
4228,3867,CHIEF_INVESTIGATOR,1940,No,15,0,1,5,13,7,6,4
4229,36472,CHIEF_INVESTIGATOR,1955,No,5,1,0,0,1,1,0,1
4230,78602,CHIEF_INVESTIGATOR,1950,Yes,15,3,0,9,22,6,7,4
4230,7047,CHIEF_INVESTIGATOR,1960,No,0,0,3,0,0,0,0,4
4230,78562,CHIEF_INVESTIGATOR,1955,Yes,15,3,0,6,9,5,5,4
4230,10497,CHIEF_INVESTIGATOR,1965,No,0,0,0,5,11,1,2,4
4231,33167,CHIEF_INVESTIGATOR,1960,No,0,0,5,14,7,4,4,4
4231,649042,CHIEF_INVESTIGATOR,1975,Yes,0,4,2,0,0,0,0,4
4231,17367,CHIEF_INVESTIGATOR,1960,Yes,5,2,5,6,3,9,3,4
4231,79192,CHIEF_INVESTIGATOR,1950,Yes,15,5,7,51,81,32,6,4
4232,547,CHIEF_INVESTIGATOR,1960,Yes,10,0,0,8,28,3,0,7
4232,491012,CHIEF_INVESTIGATOR,1980,No,0,0,0,0,0,0,0,7
4232,488862,CHIEF_INVESTIGATOR,1975,No,0,0,1,0,0,1,3,7
4232,9857,CHIEF_INVESTIGATOR,1960,Yes,10,0,1,10,13,8,0,7
4232,13682,CHIEF_INVESTIGATOR,1965,Yes,5,1,2,1,19,3,2,7
4232,94187,CHIEF_INVESTIGATOR,1975,No,0,0,1,0,0,0,0,7
4232,64517,CHIEF_INVESTIGATOR,1960,Yes,15,0,1,19,6,11,2,7
4233,79602,CHIEF_INVESTIGATOR,1950,No,15,1,0,12,31,12,13,1
4234,24087,CHIEF_INVESTIGATOR,1955,Yes,0,1,1,0,0,14,2,1
4235,119982,CHIEF_INVESTIGATOR,1970,Yes,0,0,0,1,3,3,1,2
4235,146697,CHIEF_INVESTIGATOR,1965,Yes,0,3,1,0,0,0,0,2
4236,30772,CHIEF_INVESTIGATOR,1970,No,5,3,1,5,2,0,0,1
4237,63757,CHIEF_INVESTIGATOR,1960,Yes,15,0,1,6,5,1,3,2
4237,63782,CHIEF_INVESTIGATOR,1950,Yes,15,4,5,0,0,0,0,2
4238,405312,CHIEF_INVESTIGATOR,1965,Yes,0,1,2,0,0,0,2,1
4239,67842,CHIEF_INVESTIGATOR,1965,Yes,5,0,6,9,38,16,3,2
4239,79192,CHIEF_INVESTIGATOR,1950,Yes,15,5,7,0,0,0,0,2
4240,89582,CHIEF_INVESTIGATOR,1970,Yes,0,1,0,3,1,1,0,2
4240,12887,CHIEF_INVESTIGATOR,1960,Yes,0,0,2,1,0,1,4,2
4242,592,PRINCIPAL_SUPERVISOR,1955,Yes,10,1,1,2,32,8,2,2
4242,23872,PRINCIPAL_SUPERVISOR,1975,Yes,0,0,0,0,0,0,0,2
4243,615307,CHIEF_INVESTIGATOR,1950,No,0,0,1,2,15,13,2,3
4243,615302,CHIEF_INVESTIGATOR,1950,No,0,0,0,0,0,0,0,3
4243,301472,CHIEF_INVESTIGATOR,1950,Yes,0,5,2,9,44,59,15,3
4244,20937,CHIEF_INVESTIGATOR,1970,Yes,5,0,4,3,4,2,0,2
4244,3692,CHIEF_INVESTIGATOR,1945,No,0,2,1,0,0,0,0,2
4245,63722,CHIEF_INVESTIGATOR,1955,Yes,15,1,0,0,0,5,1,1
4246,22002,CHIEF_INVESTIGATOR,1975,Yes,5,1,0,0,6,8,3,2
4246,64867,PRINCIPAL_SUPERVISOR,1945,Yes,15,5,2,0,0,0,0,2
4247,159607,CHIEF_INVESTIGATOR,1955,Yes,0,1,6,0,5,7,11,2
4247,67152,CHIEF_INVESTIGATOR,1955,Yes,15,0,0,0,0,0,0,2
4248,607102,CHIEF_INVESTIGATOR,1975,No,0,1,0,5,2,0,0,1
4249,74822,CHIEF_INVESTIGATOR,1950,Yes,10,4,2,5,2,2,0,1
4250,1797,CHIEF_INVESTIGATOR,1960,Yes,10,5,14,0,10,9,0,3
4250,89467,PRINCIPAL_SUPERVISOR,1960,No,0,2,2,0,0,0,0,3
4250,54922,CHIEF_INVESTIGATOR,1970,No,0,1,6,1,3,0,0,3
4253,18377,CHIEF_INVESTIGATOR,1960,Yes,5,3,2,3,1,9,2,5
4253,70542,CHIEF_INVESTIGATOR,1960,No,0,0,0,0,0,0,0,5
4253,147722,CHIEF_INVESTIGATOR,1970,No,0,1,1,0,1,5,2,5
4253,9217,CHIEF_INVESTIGATOR,1945,Yes,10,0,0,2,6,17,11,5
4253,73757,CHIEF_INVESTIGATOR,1965,Yes,5,2,1,4,5,13,5,5
4254,148087,CHIEF_INVESTIGATOR,1950,No,0,1,6,5,3,0,0,1
4255,67842,CHIEF_INVESTIGATOR,1965,Yes,5,0,6,9,38,16,3,5
4255,17367,CHIEF_INVESTIGATOR,1960,Yes,5,2,5,0,0,0,0,5
4255,33167,CHIEF_INVESTIGATOR,1960,No,0,0,5,14,7,4,4,5
4255,649042,CHIEF_INVESTIGATOR,1975,Yes,0,4,2,1,0,2,3,5
4255,79192,CHIEF_INVESTIGATOR,1950,Yes,15,5,7,51,81,32,6,5
4256,29562,CHIEF_INVESTIGATOR,1970,Yes,0,0,1,4,6,2,2,3
4256,12177,CHIEF_INVESTIGATOR,1960,No,0,0,0,0,0,0,0,3
4256,2712,CHIEF_INVESTIGATOR,1965,Yes,10,2,4,19,43,28,21,3
4257,720302,CHIEF_INVESTIGATOR,1980,No,0,0,0,0,0,0,0,2
4257,69222,CHIEF_INVESTIGATOR,1965,No,0,4,6,0,0,0,0,2
4258,77067,CHIEF_INVESTIGATOR,1970,Yes,5,2,1,8,3,5,0,2
4258,31967,CHIEF_INVESTIGATOR,1970,Yes,5,1,2,0,0,0,0,2
4259,500142,CHIEF_INVESTIGATOR,1975,Yes,0,1,0,8,7,8,2,1
4260,66887,CHIEF_INVESTIGATOR,1955,No,0,2,8,0,9,2,0,1
4261,498427,CHIEF_INVESTIGATOR,1970,Yes,0,2,6,3,8,8,0,1
4262,53027,CHIEF_INVESTIGATOR,1975,Yes,0,1,0,10,1,0,0,2
4262,19962,CHIEF_INVESTIGATOR,1940,Yes,0,1,0,0,0,0,0,2
4263,89652,CHIEF_INVESTIGATOR,1960,No,0,0,0,0,0,0,0,1
4264,78967,CHIEF_INVESTIGATOR,1955,Yes,15,4,1,6,7,7,2,1
4265,20657,PRINCIPAL_SUPERVISOR,1960,No,0,0,0,0,1,0,3,1
4266,82377,CHIEF_INVESTIGATOR,1950,Yes,15,0,1,1,3,3,3,1
4267,1797,CHIEF_INVESTIGATOR,1960,Yes,10,5,14,0,10,9,0,1
4268,68502,CHIEF_INVESTIGATOR,1955,No,5,0,0,15,11,4,2,3
4268,497802,CHIEF_INVESTIGATOR,1955,No,0,0,1,0,0,0,0,3
4268,412702,CHIEF_INVESTIGATOR,1970,No,15,1,0,0,0,0,0,3
4269,6332,CHIEF_INVESTIGATOR,1945,No,0,3,0,5,5,5,1,2
4269,89492,CHIEF_INVESTIGATOR,1945,No,0,1,2,0,0,0,0,2
4270,803057,CHIEF_INVESTIGATOR,1970,No,0,1,1,2,1,0,0,1
4271,76237,CHIEF_INVESTIGATOR,1960,Yes,10,3,3,2,5,6,2,3
4271,9107,CHIEF_INVESTIGATOR,1965,Yes,5,1,0,0,0,0,0,3
4271,30527,CHIEF_INVESTIGATOR,1960,Yes,5,4,1,3,16,50,23,3
4272,22077,CHIEF_INVESTIGATOR,1955,No,0,1,1,10,2,3,1,2
4272,31972,CHIEF_INVESTIGATOR,1960,No,0,0,0,0,0,0,0,2
4273,74492,CHIEF_INVESTIGATOR,1950,Yes,10,2,3,2,6,7,1,2
4273,22362,CHIEF_INVESTIGATOR,1960,No,0,0,0,0,0,0,0,2
4274,114842,CHIEF_INVESTIGATOR,1970,Yes,0,1,2,3,1,2,0,2
4274,71867,CHIEF_INVESTIGATOR,1945,Yes,15,3,2,0,1,0,2,2
4275,1797,CHIEF_INVESTIGATOR,1960,Yes,10,5,14,0,10,9,0,1
4276,30017,CHIEF_INVESTIGATOR,1960,No,5,1,3,0,16,21,9,4
4276,25247,CHIEF_INVESTIGATOR,1960,No,0,0,0,0,0,0,0,4
4276,76237,CHIEF_INVESTIGATOR,1960,Yes,10,3,3,2,5,6,2,4
4276,64347,CHIEF_INVESTIGATOR,1945,No,15,1,3,5,27,35,29,4
4277,8462,DELEGATED_RESEARCHER,1950,Yes,10,0,0,2,1,4,1,2
4277,72037,CHIEF_INVESTIGATOR,1970,Yes,5,3,5,0,0,0,0,2
4278,79022,CHIEF_INVESTIGATOR,1945,No,15,3,3,33,41,9,2,1
4279,30017,CHIEF_INVESTIGATOR,1960,No,5,1,3,0,16,21,9,2
4279,30527,CHIEF_INVESTIGATOR,1960,Yes,5,4,1,0,0,0,0,2
4280,636757,CHIEF_INVESTIGATOR,1975,Yes,0,1,3,0,1,3,0,1
4281,71037,CHIEF_INVESTIGATOR,1960,Yes,15,4,1,11,3,5,1,1
4282,29497,CHIEF_INVESTIGATOR,1965,No,0,0,0,6,7,2,6,1
4283,14777,CHIEF_INVESTIGATOR,1970,Yes,0,3,1,25,7,1,1,1
4284,72432,CHIEF_INVESTIGATOR,1955,No,0,1,0,15,1,4,1,13
4284,72957,CHIEF_INVESTIGATOR,1960,Yes,15,3,2,0,0,0,0,13
4284,74717,CHIEF_INVESTIGATOR,1965,Yes,10,1,0,13,2,2,3,13
4284,15162,CHIEF_INVESTIGATOR,1965,Yes,0,0,0,28,4,3,2,13
4284,126917,CHIEF_INVESTIGATOR,1975,Yes,0,0,0,15,4,2,2,13
4284,111122,CHIEF_INVESTIGATOR,1970,Yes,0,2,1,0,0,0,0,13
4284,489582,CHIEF_INVESTIGATOR,1975,Yes,0,2,1,13,1,3,1,13
4284,41912,CHIEF_INVESTIGATOR,1960,Yes,5,1,1,2,10,3,1,13
4284,53202,CHIEF_INVESTIGATOR,1975,Yes,0,1,2,14,4,1,3,13
4284,92362,CHIEF_INVESTIGATOR,1965,Yes,0,0,0,12,3,5,7,13
4284,45462,CHIEF_INVESTIGATOR,1945,No,0,3,1,38,8,8,0,13
4284,72467,CHIEF_INVESTIGATOR,1945,Yes,15,0,1,38,10,7,1,13
4284,74722,CHIEF_INVESTIGATOR,1960,Yes,10,1,0,18,6,11,3,13
4285,72532,CHIEF_INVESTIGATOR,1955,Yes,15,0,1,5,24,7,2,3
4285,22002,CHIEF_INVESTIGATOR,1975,Yes,5,1,0,1,7,0,0,3
4285,64867,PRINCIPAL_SUPERVISOR,1945,Yes,15,5,2,6,32,11,5,3
4286,68232,CHIEF_INVESTIGATOR,1955,Yes,15,1,3,7,5,14,0,2
4286,72317,CHIEF_INVESTIGATOR,1950,Yes,15,2,1,0,0,0,0,2
4287,17877,CHIEF_INVESTIGATOR,1965,No,0,0,0,0,3,4,2,4
4287,66922,CHIEF_INVESTIGATOR,1965,Yes,10,0,0,0,0,0,0,4
4287,17367,CHIEF_INVESTIGATOR,1960,Yes,5,2,5,6,3,9,3,4
4287,79192,CHIEF_INVESTIGATOR,1950,Yes,15,5,7,51,81,32,6,4
4288,665642,CHIEF_INVESTIGATOR,1960,Yes,0,1,2,1,5,6,1,1
4289,755517,CHIEF_INVESTIGATOR,1975,Yes,0,1,0,3,2,1,0,2
4289,449137,CHIEF_INVESTIGATOR,1970,Yes,0,0,1,0,0,0,0,2
4290,55127,CHIEF_INVESTIGATOR,1965,No,0,1,0,0,0,0,0,3
4290,497802,CHIEF_INVESTIGATOR,1955,No,0,0,1,0,0,0,0,3
4290,412702,CHIEF_INVESTIGATOR,1970,No,15,1,0,0,0,0,0,3
4291,67842,CHIEF_INVESTIGATOR,1965,Yes,5,0,6,9,38,16,3,3
4291,76352,CHIEF_INVESTIGATOR,1965,Yes,10,1,0,0,0,0,0,3
4291,79192,CHIEF_INVESTIGATOR,1950,Yes,15,5,7,51,81,32,6,3
4292,33752,CHIEF_INVESTIGATOR,1960,No,5,3,1,1,0,0,0,1
4293,79857,CHIEF_INVESTIGATOR,1950,Yes,15,1,0,11,3,16,2,1
4294,44252,CHIEF_INVESTIGATOR,1960,Yes,5,1,0,5,4,1,0,3
4294,73352,CHIEF_INVESTIGATOR,1960,No,15,0,0,0,0,0,0,3
4294,19602,CHIEF_INVESTIGATOR,1945,No,15,2,0,6,11,9,6,3
4295,10577,CHIEF_INVESTIGATOR,1960,No,10,0,1,5,4,3,2,3
4295,110177,CHIEF_INVESTIGATOR,1975,No,0,2,3,0,0,0,0,3
4295,31707,PRINCIPAL_SUPERVISOR,1965,No,5,1,0,5,6,2,5,3
4296,68587,CHIEF_INVESTIGATOR,1955,Yes,10,4,4,2,2,2,7,4
4296,9417,CHIEF_INVESTIGATOR,1950,Yes,5,0,1,1,5,0,1,4
4296,115867,CHIEF_INVESTIGATOR,1970,Yes,0,1,0,6,6,5,13,4
4296,63562,CHIEF_INVESTIGATOR,1940,No,0,3,3,0,4,11,3,4
4297,120797,CHIEF_INVESTIGATOR,1970,Yes,0,2,0,5,2,2,0,3
4297,68622,CHIEF_INVESTIGATOR,1955,No,15,1,0,0,0,0,0,3
4297,82502,CHIEF_INVESTIGATOR,1960,No,5,4,3,2,3,0,0,3
4298,78967,CHIEF_INVESTIGATOR,1955,Yes,15,4,1,6,7,7,2,1
4299,14957,CHIEF_INVESTIGATOR,1975,Yes,5,1,3,2,2,5,2,2
4299,79032,DELEGATED_RESEARCHER,1955,Yes,15,0,4,0,0,0,0,2
4300,105342,CHIEF_INVESTIGATOR,1965,Yes,0,2,4,4,4,9,3,1
4301,73547,CHIEF_INVESTIGATOR,1940,No,0,1,2,6,14,9,9,3
4301,69032,DELEGATED_RESEARCHER,1965,Yes,5,3,5,0,0,0,0,3
4301,134907,CHIEF_INVESTIGATOR,1975,Yes,0,1,3,3,3,0,2,3
4302,84622,CHIEF_INVESTIGATOR,1955,No,0,0,7,12,13,5,6,2
4302,36252,CHIEF_INVESTIGATOR,1960,Yes,5,1,14,0,0,0,0,2
4303,7607,CHIEF_INVESTIGATOR,1955,No,15,1,0,0,1,7,0,2
4303,67847,CHIEF_INVESTIGATOR,1955,Yes,15,1,1,0,0,0,0,2
4304,500142,CHIEF_INVESTIGATOR,1975,Yes,0,1,0,8,7,8,2,1
4305,71432,CHIEF_INVESTIGATOR,1955,Yes,10,0,0,0,12,10,4,1
4306,22002,CHIEF_INVESTIGATOR,1975,Yes,5,1,0,0,6,8,3,2
4306,64867,PRINCIPAL_SUPERVISOR,1945,Yes,15,5,2,0,0,0,0,2
4307,67847,CHIEF_INVESTIGATOR,1955,Yes,15,1,1,1,37,23,12,1
4308,27372,CHIEF_INVESTIGATOR,1960,Yes,5,1,0,0,1,0,0,2
4308,111787,CHIEF_INVESTIGATOR,1980,No,0,1,0,0,0,0,0,2
4309,12527,CHIEF_INVESTIGATOR,1945,No,0,0,0,14,30,20,4,2
4309,5117,CHIEF_INVESTIGATOR,1960,Yes,10,0,1,0,0,0,0,2
4310,63812,CHIEF_INVESTIGATOR,1950,No,15,1,0,4,5,8,1,2
4310,68692,CHIEF_INVESTIGATOR,1950,Yes,15,1,2,0,0,0,0,2
4311,608447,CHIEF_INVESTIGATOR,1965,No,0,4,0,7,1,0,4,2
4311,28572,CHIEF_INVESTIGATOR,1955,No,0,0,1,0,0,1,0,2
4312,80377,CHIEF_INVESTIGATOR,1945,Yes,15,5,2,4,5,6,2,1
4313,73512,CHIEF_INVESTIGATOR,1960,Yes,0,2,0,5,1,3,2,1
4314,330592,CHIEF_INVESTIGATOR,1965,Yes,0,3,1,0,2,0,0,4
4314,109207,HONVISIT,1970,No,5,0,0,0,0,0,0,4
4314,68692,CHIEF_INVESTIGATOR,1950,Yes,15,1,2,3,5,11,2,4
4314,78992,CHIEF_INVESTIGATOR,1945,Yes,15,3,1,8,18,7,8,4
4315,608447,CHIEF_INVESTIGATOR,1965,No,0,4,0,7,1,0,4,1
4316,15632,CHIEF_INVESTIGATOR,1965,No,0,0,0,7,0,4,4,2
4316,16227,CHIEF_INVESTIGATOR,1960,Yes,5,2,0,0,0,0,0,2
4317,98757,CHIEF_INVESTIGATOR,1970,Yes,0,2,0,13,6,0,0,1
4318,361922,CHIEF_INVESTIGATOR,1970,No,0,1,0,1,0,0,0,1
4319,67842,CHIEF_INVESTIGATOR,1965,Yes,5,0,6,9,38,16,3,2
4319,79192,CHIEF_INVESTIGATOR,1950,Yes,15,5,7,0,0,0,0,2
4320,624752,CHIEF_INVESTIGATOR,1970,No,0,1,2,2,2,1,2,2
4320,105337,CHIEF_INVESTIGATOR,1950,No,0,1,2,0,0,0,0,2
4321,10352,CHIEF_INVESTIGATOR,1975,No,0,1,3,1,4,1,0,1
4322,35602,CHIEF_INVESTIGATOR,1965,Yes,5,1,2,16,10,7,8,3
4322,28502,CHIEF_INVESTIGATOR,1970,Yes,0,0,3,0,0,0,0,3
4322,69262,CHIEF_INVESTIGATOR,1960,Yes,10,1,0,8,13,9,9,3
4323,89492,CHIEF_INVESTIGATOR,1945,No,0,1,2,2,8,4,1,1
4324,145367,CHIEF_INVESTIGATOR,1965,Yes,0,3,3,1,0,4,1,1
4325,106357,CHIEF_INVESTIGATOR,1950,No,0,1,2,4,10,6,5,1
4326,145857,CHIEF_INVESTIGATOR,1965,No,0,2,0,1,3,2,1,1
4327,301472,CHIEF_INVESTIGATOR,1950,Yes,0,5,2,9,44,59,15,1
4328,74372,CHIEF_INVESTIGATOR,1955,No,0,0,1,7,28,9,2,3
4328,10592,PRINCIPAL_SUPERVISOR,1960,Yes,5,3,2,0,0,0,0,3
4328,68377,CHIEF_INVESTIGATOR,1955,Yes,15,0,0,9,13,2,4,3
4329,98197,CHIEF_INVESTIGATOR,1950,No,0,1,0,0,1,4,1,5
4329,7607,CHIEF_INVESTIGATOR,1955,No,15,1,0,0,0,0,0,5
